# Header: Project1::Sample_LC steel::All data::Grain Size   11/22/2023
# 
# Partition Formula: 
# Grain Tolerance Angle: 5.00
# Minimum Grain Size: 2
# Minimum Anti-Grain Size: 2
# Minimum Confidence Index: 0.00
# Multiple Rows Requirement: Off
# Anti-Grain Multiple Rows Requirement: Off
# Column 1: Integer identifying grain. Negative value indicates an anti-grain
# Column 2: An integer identifying the phase (-1 for anti-grains)
#           0 -  Iron (Alpha)
# Column 3-5: Average orientation (phi1, PHI, phi2) in degrees (360, 360, 360 for anti-grains)
# Column 6-7: Average Position (x, y) in microns
# Column 8: Average Image Quality (IQ)
# Column 9: Average Confidence Index (CI, -1 for anti-grains)
# Column 10: Average Fit (degrees, 180 for anti-grains or invalid grains)
# Column 11: Edge grain (1 = touching edge, otherwise 0)
# Column 12: Area of grain in square microns
# Column 13: Diameter of grain in microns
# Column 14: Aspect ratio of ellipse fit to grain
# Column 15: Length of major axis (radius) of ellipse fit to grain in microns
# Column 16: Length of minor axis (radius) of ellipse fit to grain in microns
# Column 17: Orientation (relative to the horizontal) of major axis of ellipse fit to grain in degrees
   127   0   27.648   56.336  236.23 5.195150e+02 4.979517e+01 130909.9  0.863  0.58 0 2.987787e+02 1.950428e+01 0.44 1.483521e+01 6.521236e+00  66.1 
   128   0   82.597   58.841  129.31 5.368121e+02 4.590158e+01 127850.2  0.895  0.56 0 6.763658e+02 2.934580e+01 0.57 1.850225e+01 1.054015e+01 119.1 
   129   0   37.053   52.295  223.36 5.629437e+02 5.114450e+00 120382.3  0.687  0.78 0 9.179869e+01 1.081118e+01 0.53 7.653975e+00 4.039741e+00  41.3 
   130   0   19.418  121.316  316.13 5.520106e+02 5.642998e+01 125544.1  0.771  0.78 0 1.247077e+02 1.260090e+01 0.55 8.401388e+00 4.627573e+00 169.1 
   131   0   81.616  123.787   14.38 5.565001e+02 5.090306e+01 111954.1  0.654  0.96 0 1.558846e+01 4.455091e+00 0.58 2.843120e+00 1.655992e+00  14.7 
   132   0  262.139   56.362  230.88 5.614757e+02 4.988875e+01 108424.8  0.877  0.72 0 5.282755e+01 8.201349e+00 0.45 6.110102e+00 2.737453e+00 109.1 
   133   0  102.088  111.268  180.62 5.678682e+02 6.271455e+01 136829.1  0.881  0.62 0 4.304146e+02 2.340985e+01 0.40 1.858315e+01 7.464418e+00 105.6 
   134   0  285.438   89.644  288.86 5.892436e+02 5.043630e+01 134209.6  0.828  0.81 0 1.008054e+03 3.582588e+01 0.48 2.566288e+01 1.238137e+01 104.7 
   135   0   82.263   51.341  225.65 6.179042e+02 4.622720e+01 122225.9  0.809  0.75 0 4.598595e+02 2.419734e+01 0.32 2.141456e+01 6.947944e+00 146.0 
   136   0  125.072   42.166  136.35 6.085000e+02 5.022947e+01 86339.5  0.108  1.64 0 1.732051e+00 1.485031e+00 0.62 1.040833e+00 6.438850e-01  16.1 
   137   0  313.057   56.746  225.66 6.241154e+02 6.012279e+01 127222.3  0.892  0.65 0 3.351518e+02 2.065741e+01 0.63 1.305118e+01 8.257012e+00 103.3 
   138   0   95.003  157.471   27.78 6.388559e+02 4.940506e+01 126187.3  0.822  0.68 0 1.983198e+02 1.589052e+01 0.24 1.582982e+01 3.874073e+00  83.7 
   139   0  333.136  135.639  335.03 6.523829e+02 4.019369e+01 134438.5  0.799  0.73 0 7.110068e+02 3.008790e+01 0.44 2.242952e+01 9.884734e+00  97.7 
   140   0   93.084   57.971  153.08 6.680640e+02 4.260750e+01 120278.8  0.773  0.62 0 3.005108e+02 1.956073e+01 0.53 1.305118e+01 6.962413e+00  76.7 
   141   0   86.063  108.958   18.54 6.763514e+02 5.559594e+01 121874.7  0.693  0.75 0 1.541525e+02 1.400975e+01 0.50 9.928911e+00 4.997808e+00 103.1 
   142   0  216.422   46.004  222.29 6.910220e+02 5.938659e+01 129317.2  0.700  0.77 0 3.758550e+02 2.187586e+01 0.50 1.550269e+01 7.696889e+00  61.1 
   143   0    8.546   22.086  331.27 6.755165e+02 1.755381e+01 121637.8  0.800  0.59 0 5.819691e+02 2.722106e+01 0.51 1.882374e+01 9.522943e+00  94.6 
   144   0  154.844  107.335  326.17 7.044527e+02 5.300491e+01 118964.4  0.638  0.93 0 2.537454e+02 1.797439e+01 0.50 1.229159e+01 6.105047e+00  86.5 
   145   0   12.662   96.367  279.13 7.167639e+02 4.277084e+01 131487.0  0.814  0.73 0 3.464102e+02 2.100150e+01 0.68 1.294540e+01 8.794184e+00  78.9 
   146   0  289.946   62.134  227.89 7.253620e+02 5.471344e+01 116068.5  0.827  0.76 0 2.095781e+02 1.633533e+01 0.59 1.077420e+01 6.362960e+00 162.1 
   147   0  266.632   78.117  234.45 7.463198e+02 5.447742e+01 129113.5  0.573  0.76 0 1.970208e+03 5.008539e+01 0.35 4.355838e+01 1.545877e+01  75.4 
   148   0   22.448   51.769  245.80 7.639371e+02 3.774427e+01 115079.0  0.648  0.84 0 2.390230e+02 1.744516e+01 0.47 1.371435e+01 6.388283e+00  98.4 
   149   0  191.108  100.397  305.81 7.655685e+02 5.698525e+01 127956.7  0.784  0.74 0 2.087121e+02 1.630155e+01 0.35 1.404754e+01 4.976563e+00  64.7 
   150   0  200.648  115.242   31.67 7.764471e+02 5.705982e+01 122869.0  0.887  0.67 0 2.528794e+02 1.794369e+01 0.54 1.247330e+01 6.795007e+00  79.6 
   151   0  166.201  118.475  345.67 7.477684e+02 1.059620e+01 125985.7  0.707  0.74 0 4.304146e+02 2.340985e+01 0.50 1.619671e+01 8.158217e+00 153.5 
   152   0  177.162  158.664   13.16 7.885670e+02 5.242341e+01 128487.9  0.780  0.67 0 1.299038e+02 1.286074e+01 0.62 8.082905e+00 4.985373e+00 111.8 
   153   0  161.009  170.841  298.18 7.942965e+02 6.632014e+01 109798.7  0.758  0.76 0 2.927166e+02 1.930540e+01 0.12 2.961559e+01 3.416069e+00  92.4 
   154   0  341.083    9.209   61.76 8.026137e+02 5.586602e+01 110031.5  0.762  0.84 0 6.148781e+02 2.798012e+01 0.19 3.300126e+01 6.139197e+00  98.7 
   155   0  162.306   99.258  339.61 8.178121e+02 5.700585e+01 130618.7  0.766  0.69 0 2.667358e+02 1.842874e+01 0.58 1.167619e+01 6.785647e+00 110.0 
   156   0   16.803  141.006   54.43 8.355398e+02 3.460321e+01 124727.3  0.792  0.60 0 8.928722e+02 3.371706e+01 0.31 3.014272e+01 9.472363e+00 101.0 
   157   0  222.255   43.742  306.48 8.453411e+02 4.751332e+01 111065.8  0.579  0.85 0 3.810512e+01 6.965410e+00 0.50 4.932884e+00 2.456940e+00  84.2 
   158   0  264.250   79.359  204.24 8.530290e+02 5.166462e+01 122113.0  0.727  0.89 0 6.062178e+01 8.785559e+00 0.40 6.934214e+00 2.739417e+00  46.8 
   159   0  265.488    1.303  207.18 8.556813e+02 4.257474e+01 111259.6  0.917  0.65 0 1.290378e+02 1.281780e+01 0.53 8.504902e+00 4.526927e+00 100.2 
   160   0  178.137   66.047  319.43 8.646896e+02 5.205173e+01 127347.9  0.859  0.76 0 2.078461e+02 1.626769e+01 0.48 1.200347e+01 5.747007e+00  71.8 
   161   0   92.144   93.379    7.86 8.727120e+02 5.044599e+01 134094.3  0.811  0.80 0 7.967434e+01 1.007197e+01 0.49 6.934217e+00 3.408647e+00 106.8 
   162   0  201.016   72.962  328.15 8.861609e+02 3.728860e+01 140847.5  0.774  0.80 0 4.996967e+02 2.522367e+01 0.53 1.768002e+01 9.318456e+00  98.9 
   163   0   12.232   89.845  310.48 8.884225e+02 5.317099e+01 148223.3  0.752  0.83 0 1.004589e+02 1.130966e+01 0.65 6.934215e+00 4.490090e+00  46.8 
   164   0  357.559   60.263  321.56 8.966889e+02 5.492875e+01 133373.6  0.813  0.75 1 1.056551e+02 1.159846e+01 0.41 9.278111e+00 3.782756e+00 115.5 
   165   0    9.163   85.653  316.43 1.080962e+02 5.665806e+01 113943.8  0.846  0.74 0 4.503332e+01 7.572199e+00 0.36 6.251667e+00 2.229416e+00  96.9 
   166   0   96.530  128.076    2.24 3.150168e+02 5.429980e+01 130451.1  0.783  0.71 0 2.598076e+01 5.751498e+00 0.68 3.511884e+00 2.377701e+00 115.3 
   167   0   14.368  138.965   50.71 2.495234e+02 1.398722e+01 116465.6  0.793  0.58 0 3.325537e+02 2.057719e+01 0.66 1.319406e+01 8.729406e+00  84.6 
   168   0  125.009  115.088  141.84 2.586386e+02 6.594315e+00 132368.3  0.847  0.63 0 7.188010e+01 9.566640e+00 0.60 6.110101e+00 3.654817e+00  49.1 
   169   0   12.895  117.466  298.59 8.174547e+00 9.720287e+01 123852.0  0.879  0.60 1 2.381570e+02 1.741353e+01 0.53 1.221679e+01 6.447004e+00 142.9 
   170   0   10.888  109.848  301.28 1.066113e+01 1.088602e+02 139319.9  0.811  0.68 1 2.606736e+02 1.821812e+01 0.52 1.221679e+01 6.298213e+00 142.9 
   171   0  335.379   72.139  310.00 4.012132e+01 1.130636e+02 122974.4  0.743  0.78 0 8.279203e+02 3.246754e+01 0.50 2.250185e+01 1.120781e+01  38.9 
   172   0  228.230  156.097   67.01 3.748104e+01 9.220197e+01 128255.9  0.731  0.69 0 2.511474e+02 1.788214e+01 0.59 1.102648e+01 6.555332e+00 132.9 
   173   0  243.077   58.658  149.89 6.398800e+01 9.477127e+01 125317.8  0.882  0.63 0 6.469210e+02 2.869992e+01 0.54 1.993949e+01 1.086358e+01 160.1 
   174   0  348.549   74.562  313.58 7.797493e+01 1.054073e+02 131267.8  0.793  0.58 0 2.935826e+02 1.933393e+01 0.53 1.315611e+01 7.007974e+00 111.2 
   175   0  153.877  103.209  176.61 9.555218e+01 1.055220e+02 121785.6  0.890  0.69 0 2.987787e+02 1.950428e+01 0.61 1.235246e+01 7.563442e+00  52.6 
   176   0  161.675   78.727  347.87 6.349797e+02 5.980878e+01 135252.9  0.915  0.67 0 8.487049e+01 1.039521e+01 0.37 8.779711e+00 3.284792e+00  64.7 
   177   0   28.039   47.852  226.23 1.077358e+02 1.013672e+02 118109.8  0.787  0.79 0 1.065211e+02 1.164590e+01 0.68 6.806858e+00 4.659106e+00  77.3 
   178   0  350.833   66.578  296.33 1.194424e+02 1.067636e+02 117686.1  0.785  0.56 0 3.680608e+02 2.164785e+01 0.43 1.632738e+01 7.049353e+00 114.4 
   179   0  257.198  115.846   69.78 1.342509e+02 9.761992e+01 134297.3  0.838  0.86 0 2.676018e+02 1.845864e+01 0.48 1.317510e+01 6.267570e+00 105.4 
   180   0  299.921  114.894  251.74 1.490942e+02 1.044081e+02 139794.6  0.920  0.54 0 7.872171e+02 3.165937e+01 0.34 2.857154e+01 9.611694e+00  82.0 
   181   0  161.647   59.263  303.53 1.669629e+02 1.054283e+02 125434.1  0.749  0.75 0 3.143672e+02 2.000662e+01 0.35 1.700245e+01 6.006391e+00  59.0 
   182   0   81.483  116.132   88.41 1.732001e+02 9.530525e+01 138114.3  0.764  0.75 0 2.121762e+02 1.643628e+01 0.60 1.029968e+01 6.161298e+00  41.2 
   183   0  334.899   58.080  306.25 1.853598e+02 9.888533e+01 120239.2  0.788  0.71 0 7.101408e+01 9.508835e+00 0.55 6.251667e+00 3.442617e+00  96.9 
   184   0  211.906   57.828  312.16 1.931098e+02 9.250290e+01 134992.3  0.899  0.52 0 2.918506e+02 1.927682e+01 0.46 1.418039e+01 6.593351e+00  80.9 
   185   0  257.506   93.950  259.58 2.032280e+02 1.102438e+02 137668.2  0.864  0.60 0 3.247595e+02 2.033462e+01 0.42 1.542995e+01 6.410867e+00  82.6 
   186   0  272.651  117.145  225.84 2.081552e+02 9.523295e+01 112233.8  0.828  0.62 0 1.004589e+02 1.130966e+01 0.62 7.285830e+00 4.525376e+00  54.3 
   187   0  137.343   43.051  133.72 2.258752e+02 1.079405e+02 133577.2  0.850  0.70 0 5.204813e+02 2.574291e+01 0.38 2.081065e+01 7.974386e+00  64.4 
   188   0   65.699   94.239   22.50 2.412399e+02 9.992448e+01 113558.4  0.858  0.71 0 1.515544e+02 1.389119e+01 0.42 1.056330e+01 4.440683e+00 113.7 
   189   0  319.243   14.971   27.94 2.489594e+02 9.672295e+01 136741.9  0.878  0.69 0 7.447818e+01 9.737996e+00 0.49 6.934213e+00 3.421735e+00  73.2 
   190   0  228.290  138.701   72.37 2.581092e+02 9.659844e+01 108729.9  0.724  0.82 0 1.229756e+02 1.251309e+01 0.61 8.808142e+00 5.375298e+00 148.4 
   191   0    0.680  118.408  307.50 2.857736e+02 1.051579e+02 142185.4  0.902  0.66 0 7.750927e+02 3.141463e+01 0.58 2.109700e+01 1.216520e+01  43.7 
   192   0  198.985   52.474  234.88 2.999311e+02 1.084025e+02 98147.9  0.670  0.87 0 2.511474e+01 5.654828e+00 0.15 7.653975e+00 1.120838e+00  78.7 
   193   0  200.962   91.546   91.80 3.052408e+02 9.926823e+01 103019.6  0.894  0.63 0 2.286307e+02 1.706170e+01 0.60 1.069268e+01 6.371793e+00 109.1 
   194   0  268.825  122.768  231.81 8.106748e+02 6.883571e+01 125165.1  0.884  0.64 0 1.411621e+02 1.340646e+01 0.23 1.485205e+01 3.483282e+00  76.4 
   195   0  161.705  105.710  321.10 3.161525e+02 9.867750e+01 116242.4  0.688  0.68 0 9.093266e+01 1.076007e+01 0.71 6.110101e+00 4.364614e+00  70.9 
   196   0  288.592  105.833  288.24 3.270392e+02 1.101203e+02 133580.1  0.874  0.62 0 2.442192e+02 1.763376e+01 0.52 1.255322e+01 6.531362e+00  65.3 
   197   0   34.828  121.225   39.77 3.352467e+02 1.016458e+02 114256.0  0.836  0.80 0 2.407551e+02 1.750825e+01 0.39 1.360453e+01 5.298980e+00  85.8 
   198   0    7.881   89.523   26.39 3.448141e+02 9.597823e+01 139667.9  0.822  0.64 0 1.792673e+02 1.510795e+01 0.53 9.928915e+00 5.285999e+00  43.1 
   199   0  222.246   48.153  302.57 3.544359e+02 9.894900e+01 110013.8  0.750  0.77 0 3.377499e+01 6.557717e+00 0.49 4.536887e+00 2.234262e+00  39.5 
   200   0  261.731  105.581   96.18 8.483397e+02 6.005535e+01 134600.0  0.832  0.56 0 1.376980e+02 1.324094e+01 0.38 1.068098e+01 4.094490e+00  80.6 
   201   0  121.756   89.937  164.56 3.728457e+02 9.994259e+01 135265.9  0.874  0.60 0 9.249151e+02 3.431674e+01 0.56 2.322893e+01 1.306159e+01  83.8 
   202   0   86.582   57.765  132.60 4.037525e+02 9.958955e+01 129894.0  0.873  0.66 0 8.452408e+02 3.280540e+01 0.72 1.881710e+01 1.347548e+01  76.9 
   203   0  198.902  102.296  299.01 4.252247e+02 1.020431e+02 124661.0  0.888  0.64 0 1.368320e+02 1.319924e+01 0.58 8.251262e+00 4.814428e+00  45.8 
   204   0    7.882  131.581   40.47 4.375315e+02 9.812000e+01 109981.5  0.841  0.61 0 1.099852e+02 1.183375e+01 0.51 7.973914e+00 4.086673e+00  95.4 
   205   0  176.950    2.656  253.15 4.443901e+02 9.043038e+01 129583.8  0.775  0.69 0 2.165063e+02 1.660315e+01 0.40 1.317510e+01 5.313494e+00  74.6 
   206   0   18.178   53.268   57.57 4.578019e+02 9.482646e+01 120140.5  0.838  0.66 0 2.251666e+02 1.693195e+01 0.51 1.185678e+01 6.006368e+00  45.9 
   207   0  211.804   69.277   63.95 4.611385e+02 1.094847e+02 115538.9  0.914  0.63 0 3.221614e+02 2.025311e+01 0.47 1.476765e+01 6.872025e+00 117.2 
   208   0   16.551   71.352  253.08 4.745145e+02 9.870173e+01 132289.4  0.863  0.74 0 1.489564e+02 1.377161e+01 0.50 9.504386e+00 4.755099e+00 121.7 
   209   0  351.016   57.198  314.57 4.845320e+02 1.058516e+02 108540.5  0.833  0.71 0 1.221096e+02 1.246895e+01 0.57 8.082904e+00 4.641625e+00  51.8 
   210   0  351.927   57.496  320.46 4.870623e+02 9.549767e+01 131630.6  0.850  0.60 0 1.532865e+02 1.397034e+01 0.66 8.251262e+00 5.481648e+00  45.8 
   211   0    0.081   47.633  316.58 4.975765e+02 1.118993e+02 117119.7  0.884  0.62 0 2.719320e+02 1.860738e+01 0.50 1.315611e+01 6.558299e+00  93.3 
   212   0   90.810  107.847    9.07 4.976758e+02 9.970998e+01 118947.9  0.775  0.60 0 3.204294e+01 6.387358e+00 0.45 4.645787e+00 2.084505e+00  14.4 
   213   0  202.719  124.730   43.21 5.126204e+02 1.007457e+02 108012.3  0.866  0.61 0 2.667358e+02 1.842874e+01 0.63 1.127312e+01 7.093671e+00 176.3 
   214   0  154.539   44.743  129.93 5.266102e+02 8.720520e+01 125919.8  0.867  0.61 0 3.273576e+02 2.041579e+01 0.51 1.485205e+01 7.546788e+00  76.4 
   215   0   88.902   63.476   34.05 7.925000e+01 5.239454e+01 74293.3  0.762  0.68 0 1.732051e+00 1.485031e+00 0.62 1.040835e+00 6.438822e-01  76.1 
   216   0  114.821   60.393   17.46 5.343149e+02 1.005680e+02 112799.4  0.767  0.87 0 1.169134e+02 1.220077e+01 0.26 1.229159e+01 3.155958e+00  86.5 
   217   0  114.338   67.855   19.31 5.444200e+02 9.887658e+01 113280.8  0.930  0.57 0 2.857884e+02 1.907556e+01 0.73 1.077420e+01 7.824059e+00 137.9 
   218   0  310.380   58.210  232.64 5.633657e+02 1.028442e+02 134764.9  0.793  0.81 0 5.248114e+02 2.584977e+01 0.35 2.231778e+01 7.745211e+00  95.1 
   219   0  139.870   41.775  128.79 5.826174e+02 9.409690e+01 134732.3  0.684  0.87 0 1.130163e+03 3.793373e+01 0.55 2.535909e+01 1.397821e+01  84.9 
   220   0   32.914  114.783   46.02 6.010607e+02 1.014298e+02 118777.2  0.842  0.57 0 1.073871e+02 1.169314e+01 0.52 7.973917e+00 4.168512e+00  95.4 
   221   0  114.915  131.260  294.01 6.154075e+02 1.018446e+02 110961.5  0.900  0.68 0 1.169134e+02 1.220077e+01 0.56 8.607169e+00 4.780820e+00  43.4 
   222   0   84.439  120.741  137.51 1.598096e+02 5.517820e+01 98829.9  0.707  0.94 0 1.818653e+01 4.812049e+00 0.32 4.310840e+00 1.381025e+00  69.6 
   223   0  258.888  119.638  224.58 6.252934e+02 1.001903e+02 115103.5  0.647  0.79 0 1.255737e+02 1.264458e+01 0.61 7.910964e+00 4.817359e+00  71.6 
   224   0   12.609  117.385  310.33 6.343023e+02 9.748198e+01 120415.8  0.874  0.69 0 8.313844e+01 1.028859e+01 0.61 6.448515e+00 3.917079e+00  74.3 
   225   0  293.881   28.194   49.60 6.420306e+02 1.010275e+02 122811.2  0.862  0.66 0 1.134493e+02 1.201866e+01 0.57 7.910960e+00 4.501373e+00  71.6 
   226   0    5.205   48.777  310.48 6.512448e+02 1.009574e+02 134776.7  0.912  0.62 0 1.203775e+02 1.238020e+01 0.65 7.653975e+00 4.981512e+00  78.7 
   227   0    7.608   63.705  252.18 6.610729e+02 1.028755e+02 128357.7  0.847  0.64 0 1.073871e+02 1.169314e+01 0.53 7.767455e+00 4.154561e+00  44.9 
   228   0  247.021   10.547  250.06 6.688141e+02 1.010632e+02 114256.8  0.789  0.96 0 7.447818e+01 9.737996e+00 0.58 6.714411e+00 3.901209e+00  81.4 
   229   0   40.177  141.130   56.58 6.740210e+02 9.919601e+01 105345.5  0.558  1.09 0 2.078461e+01 5.144297e+00 0.59 3.329167e+00 1.967476e+00  47.5 
   230   0    9.971  127.386   35.49 6.832813e+02 9.446007e+01 117395.5  0.751  0.78 0 1.186455e+02 1.229081e+01 0.44 9.451631e+00 4.122111e+00 137.8 
   231   0   14.996   57.229  229.46 6.922139e+02 1.009826e+02 129577.2  0.776  0.68 0 3.022429e+02 1.961702e+01 0.67 1.167619e+01 7.851211e+00 170.0 
   232   0  264.004   54.666  247.47 7.086630e+02 9.556490e+01 113823.7  0.683  0.85 0 1.117173e+02 1.192656e+01 0.52 8.281507e+00 4.305762e+00 125.0 
   233   0  214.800   81.649  264.23 7.155670e+02 9.745675e+01 114696.1  0.739  0.95 0 5.196152e+01 8.133847e+00 0.50 5.619906e+00 2.820419e+00 131.9 
   234   0   27.376  170.532    0.11 7.237200e+02 1.002401e+02 117161.0  0.754  0.77 0 7.880831e+01 1.001708e+01 0.65 6.110101e+00 3.977940e+00 169.1 
   235   0  195.890  117.958  302.73 7.347482e+02 1.006420e+02 129253.4  0.912  0.55 0 1.065211e+02 1.164590e+01 0.55 7.767450e+00 4.302604e+00 104.9 
   236   0    0.297  119.599  305.99 7.456821e+02 1.056599e+02 120795.8  0.917  0.64 0 4.771800e+02 2.464882e+01 0.32 2.150775e+01 6.834103e+00  83.3 
   237   0  352.099   47.400  301.67 7.640147e+02 9.963647e+01 113701.9  0.790  0.64 0 2.069801e+02 1.623377e+01 0.56 1.115049e+01 6.286304e+00 139.7 
   238   0  199.146   87.240  267.35 7.754473e+02 9.397908e+01 128850.2  0.921  0.62 0 7.361216e+01 9.681214e+00 0.55 6.331141e+00 3.499451e+00  78.6 
   239   0   12.855  123.506   38.27 7.868090e+02 1.035916e+02 131448.3  0.773  0.80 0 3.507403e+02 2.113235e+01 0.52 1.449425e+01 7.548326e+00 105.0 
   240   0  297.313  127.528  230.02 8.031387e+02 1.128544e+02 139456.5  0.741  0.68 0 6.477870e+02 2.871912e+01 0.50 2.025669e+01 1.007789e+01  75.7 
   241   0   20.475  167.111   28.56 1.638824e+02 2.253273e+01 144551.5  0.858  0.57 0 7.014806e+02 2.988566e+01 0.46 2.117979e+01 9.835382e+00  81.2 
   242   0  282.412   28.927   11.69 8.207339e+02 1.087380e+02 123182.1  0.898  0.64 0 3.914435e+02 2.232490e+01 0.58 1.437301e+01 8.398162e+00  76.9 
   243   0  352.994   64.284  310.41 8.352789e+02 9.385049e+01 124833.0  0.794  0.63 0 1.290378e+02 1.281780e+01 0.51 8.779714e+00 4.495345e+00 124.7 
   244   0  354.129   54.609  308.42 8.421270e+02 1.014945e+02 121283.3  0.759  0.91 0 2.831903e+02 1.898866e+01 0.60 1.278997e+01 7.665509e+00 143.3 
   245   0  203.328   79.611  244.92 8.530579e+02 9.822729e+01 111133.4  0.868  0.78 0 2.251666e+01 5.354353e+00 0.42 4.072263e+00 1.701882e+00  82.9 
   246   0  342.254   65.508  317.74 8.623996e+02 1.085138e+02 114912.1  0.765  0.70 0 2.589416e+02 1.815750e+01 0.47 1.282900e+01 6.015320e+00  47.0 
   247   0  223.220   46.572  297.74 8.626417e+02 9.771382e+01 111371.3  0.805  0.80 0 4.589935e+01 7.644662e+00 0.38 6.291529e+00 2.387844e+00   6.6 
   248   0  353.685   31.947  348.53 8.725062e+02 8.913055e+01 123533.1  0.789  0.75 0 3.316877e+02 2.055037e+01 0.63 1.371435e+01 8.630604e+00  98.4 
   249   0  203.721  163.431   36.08 8.747376e+02 1.075560e+02 124120.3  0.775  0.68 0 1.732051e+02 1.485030e+01 0.45 1.125093e+01 5.089283e+00 102.8 
   250   0  205.849   54.355  229.09 8.874974e+02 9.903028e+01 120011.7  0.841  0.69 0 1.532865e+02 1.397034e+01 0.54 9.251126e+00 5.008826e+00  26.9 
   251   0  119.103   50.151  156.96 8.972956e+02 1.000260e+02 112643.7  0.793  0.82 1 5.715768e+01 8.530850e+00 0.55 5.619904e+00 3.098882e+00  71.9 
   252   0    4.565   97.883    2.63 2.826763e+02 9.299934e+00 125978.2  0.836  0.70 0 1.524205e+02 1.393082e+01 0.74 8.036375e+00 5.957547e+00  81.1 
   253   0  125.466  123.679  320.85 1.591328e+02 1.091192e+02 124892.2  0.926  0.60 0 9.786087e+01 1.116245e+01 0.44 8.386497e+00 3.703014e+00  86.6 
   254   0  340.275   53.753  322.36 4.871004e+02 2.087650e+01 124010.5  0.845  0.65 0 9.223170e+02 3.426851e+01 0.42 2.693665e+01 1.131629e+01  39.6 
   255   0  217.077   58.158  230.21 3.201111e+02 1.039231e+02 111257.2  0.837  0.68 0 1.558846e+01 4.455091e+00 0.54 3.214550e+00 1.720013e+00  98.9 
   256   0  197.586   54.724  223.15 3.884253e+02 1.107725e+02 121453.0  0.776  0.86 0 1.619467e+02 1.435956e+01 0.52 1.027537e+01 5.384991e+00  64.0 
   257   0   15.864  125.223  331.97 6.932048e+02 5.274883e+00 119681.6  0.795  0.79 0 3.810512e+01 6.965410e+00 0.35 6.291529e+00 2.225988e+00 173.4 
   258   0  172.747   66.308  319.52 5.539373e+02 1.106522e+02 118693.1  0.859  0.68 0 1.506884e+02 1.385144e+01 0.53 9.827681e+00 5.223278e+00  79.7 
   259   0  212.552   46.599  118.67 8.010004e+01 5.685852e+01 99767.9  0.660  0.75 0 4.763140e+01 7.787566e+00 0.62 4.804512e+00 2.981166e+00  68.6 
   260   0  175.542   59.128  297.02 6.090167e+02 1.124988e+02 123928.4  0.790  0.58 0 2.927166e+02 1.930540e+01 0.77 1.061053e+01 8.146712e+00  83.2 
   261   0  286.210    8.063   22.47 6.732115e+02 1.154760e+02 118666.2  0.864  0.78 0 2.927166e+02 1.930540e+01 0.41 1.497776e+01 6.176991e+00 105.5 
   262   0  159.296  135.122  206.74 7.062534e+02 1.103656e+02 111650.3  0.888  0.84 0 2.208365e+02 1.676835e+01 0.58 1.077420e+01 6.270442e+00 102.1 
   263   0  358.756   72.999  224.11 8.980140e+02 6.807921e+00 128276.4  0.657  0.86 1 3.117691e+01 6.300451e+00 0.44 4.536886e+00 2.013030e+00  99.5 
   264   0  194.772  119.190  305.30 7.193958e+02 1.087955e+02 120103.6  0.911  0.58 0 1.576166e+02 1.416629e+01 0.56 9.224064e+00 5.167167e+00  47.3 
   265   0  190.320  114.898  298.79 7.736035e+02 1.307110e+02 142107.4  0.845  0.85 0 8.547670e+02 3.298974e+01 0.32 2.922470e+01 9.481640e+00  86.1 
   266   0  340.026  139.439  340.10 5.175000e+01 3.897115e+00 97843.6  0.745  0.79 0 8.660254e+00 3.320629e+00 0.37 2.843120e+00 1.054932e+00 165.3 
   267   0  253.477  135.497   74.14 6.981669e+01 7.534424e+00 112033.1  0.724  0.66 0 5.196152e+01 8.133847e+00 0.64 5.008327e+00 3.205014e+00 138.5 
   268   0    2.697   51.907  308.65 8.914818e+01 4.939554e+00 126832.0  0.784  0.68 0 2.338268e+01 5.456350e+00 0.54 3.685557e+00 1.974020e+00 161.7 
   269   0  329.562   15.509  346.65 1.122391e+02 6.212791e+00 102412.9  0.848  0.67 0 1.991858e+01 5.035984e+00 0.40 4.072264e+00 1.611230e+00  37.1 
   270   0  229.142   51.526  228.72 2.307875e+02 1.353656e+01 118620.0  0.828  0.60 0 2.485493e+02 1.778940e+01 0.40 1.410969e+01 5.677395e+00  37.1 
   271   0  348.180   52.358  292.09 1.801737e+02 1.081438e+02 116789.7  0.709  0.75 0 8.227242e+01 1.023487e+01 0.56 6.806858e+00 3.797297e+00 102.7 
   272   0  154.788  100.803  343.37 2.149620e+02 1.129297e+02 112735.0  0.814  0.68 0 1.818653e+02 1.521703e+01 0.53 1.027538e+01 5.448058e+00  56.0 
   273   0   83.747   67.805  141.23 2.480203e+02 1.155991e+02 113661.0  0.771  0.78 0 3.195634e+02 2.017128e+01 0.49 1.449425e+01 7.161321e+00 105.0 
   274   0    2.790   88.626  269.47 2.598612e+02 1.029127e+02 98637.1  0.578  0.96 0 1.558846e+01 4.455091e+00 0.30 4.310839e+00 1.296361e+00 170.4 
   275   0    8.937   99.620  302.17 2.647383e+02 1.099975e+02 141167.6  0.727  0.77 0 1.835974e+02 1.528932e+01 0.65 9.291574e+00 6.004446e+00  23.8 
   276   0  214.835   52.641  230.93 3.500876e+02 1.144027e+02 126610.9  0.783  0.62 0 4.901704e+02 2.498208e+01 0.60 1.581402e+01 9.498056e+00 135.3 
   277   0  180.141  106.504  156.93 8.744315e+02 5.952845e+01 117316.3  0.727  0.73 0 6.928203e+01 9.392158e+00 0.41 7.767450e+00 3.166759e+00 104.9 
