# X_1 X_2 a b theta areas grain_color_map_1 grain_color_map_2 grain_color_map_3
-997.78669208024 -524.925763208649 5.54936733582175 1.22392823227628 1.52872525710953 21.3377832370005 0.321415377838474 0.0198461937476201 0.903920002512044
-997.853389422561 -452.30096536829 6.94828318682242 1.17736432840594 1.57573387294471 25.7003037697169 0.87699647641571 0.367403157599072 0.964279840605193
-997.476654632522 -814.10760132674 5.26565674692105 1.67082625470318 1.46413367294949 27.6397244411401 0.726234917568431 0.923275702297529 0.868734820150399
-996.863556353434 -824.169594711016 4.45416248944136 2.12952803024382 1.75888089744953 29.7988352992883 0.981035923231958 0.20141212029518 0.394396259539884
-997.335494451125 -664.898034117484 7.4795573982771 1.85172897289306 1.5010979430867 43.5114136882615 0.0810076560589795 0.477700610713497 0.992534329006673
-996.967499093042 -516.646314399191 3.3318858689084 2.23623010836573 1.74179887296694 23.4075780272472 0.346947368697685 0.137030923172352 0.465065175381977
-996.498664991299 -490.176785742967 5.62772696548503 2.75114354822601 1.53928714830786 48.6402886127516 0.75100491516465 0.23507603272395 0.0545622858215936
-996.34132805699 -590.401110453499 6.05907759329872 3.02534066957167 1.56190469102606 57.5878245029214 0.79493181198592 0.9144159692336 0.81694890833066
-996.417175663933 -133.546297259847 5.74224505099618 2.90989650024328 1.41194964173968 52.4939359495269 0.700198038145866 0.00529830519181591 0.973733050344165
-995.155389817025 -386.063649128812 4.10478849337552 3.0983121952087 0.632580480555274 39.9545122529887 0.83223948894906 0.35501569315783 0.96557060365329
-996.441701735116 -381.064628070574 3.22785169673676 2.86640246901619 2.59758506852709 29.067027053637 0.00194847891135916 0.320690800447293 0.999822808468351
-995.719615846088 -348.768530050868 6.8453047699163 3.8107978773887 1.67072413799723 81.9518149436735 0.709292076687568 0.586030711547723 0.940228865217038
-996.164312362426 -288.163046117999 7.63489883802891 3.26897567121578 1.60537500657254 78.4088073824365 0.503230131920915 0.6586907783531 0.0779949951618568
-995.246434995726 -739.418516158266 4.39465187933296 3.05501788919122 0.270796467429497 42.178206492707 0.789362801855324 0.0620559590933963 0.994299465363989
-995.352127769105 -512.603389448421 4.9829214422906 2.11558622526362 2.39549418312163 33.1180413252823 0.764182978112681 0.392137961687719 0.96168143551114
-996.23894448815 -10.2114779556049 8.15666390852008 3.23332234255173 1.54732628799813 82.8536115302292 0.727248133633172 0.0603844179663888 0.658227736311941
-995.170467034381 -763.628476228092 5.64926446149686 3.99873385586518 2.01311177537561 70.9682797909713 0.420323993862651 0.153765160620514 0.187115707391497
-992.704550453248 -757.378347200966 3.46179067456417 2.5123982015363 1.73519369171105 27.3236774677124 0.0373294085348526 0.689251047547509 0.824500835258232
-995.107365088867 -396.740319612398 7.83139812227965 4.56357079822247 1.59522276402724 112.277818978749 0.378605989914604 0.0915017508831739 0.991551894489312
