# X_1 X_2 a b theta areas grain_color_map_1 grain_color_map_2 grain_color_map_3
-998.182731116806 -720.27068173536 4.62008110786301 0.786927192878822 1.58040570875535 11.4217861740678 0.296267032279173 0.214064086660931 0.269946870543693
-998.229052029214 -377.674058749082 2.47306987381775 0.742385541378217 1.54969516077411 5.7678740021297 0.721501523620685 0.782495091768018 0.923871626480415
-998.117143915474 -744.207809728076 3.29223024405888 0.891926089503056 1.47110252182485 9.22505449809262 0.125154298639494 0.0430801474289605 0.799446455675206
-997.926815193099 -557.003089792502 1.8841718210394 1.12586857911085 1.79354594191777 6.66435427559884 0.668875070334558 0.642011814130375 0.933625044741712
-997.786692082061 -524.925763209585 5.54936733601241 1.22392823223422 1.52872525720737 21.3377832370005 0.321415377838474 0.0198461937476201 0.903920002512044
-997.940714854696 -509.14553535437 3.73802304278456 1.07113327762333 1.5596508494986 12.5786884022117 0.845828771591564 0.486820051919881 0.951459703709084
-997.853389422552 -452.300965368287 6.94828318681565 1.17736432840707 1.5757338729448 25.7003037697167 0.87699647641571 0.367403157599072 0.964279840605193
-997.972615416063 -387.803555641447 3.5058151364693 1.04658184793305 1.63575390804988 11.526888240974 0.776331861442306 0.923581416231885 0.723808422546778
-997.476654632538 -814.107601326746 5.26565674691595 1.6708262547048 1.46413367294993 27.6397244411401 0.726234917568431 0.923275702297529 0.868734820150399
-997.162611102359 -0.746406915163026 2.06378447468843 1.11849717713338 0.380463032238955 7.25185490411656 0.477211606164842 0.38303452340352 0.132756569603768
-996.863556352781 -824.169594710489 4.45416248962329 2.12952803015684 1.75888089746795 29.7988352992883 0.981035923231958 0.20141212029518 0.394396259539884
-997.335494452021 -664.898034118082 7.47955739777405 1.8517289730176 1.50109794308151 43.5114136882615 0.0810076560589795 0.477700610713497 0.992534329006673
-997.08965425526 -404.599420033384 2.4545464338797 1.54509264784001 0.552202457511075 11.9144953185013 0.379948941826828 0.133412472272823 0.47532874069946
-996.954073172731 -516.674529089123 3.1610570310742 2.33873799243738 1.49622268611218 23.2254306125004 0.346947368697685 0.137030923172352 0.465065175381977
-996.4986649913 -490.176785742965 5.62772696548519 2.75114354822593 1.53928714830789 48.6402886127515 0.75100491516465 0.23507603272395 0.0545622858215936
-996.341328056321 -590.401110453098 6.05907759342506 3.02534066950859 1.5619046910299 57.5878245029214 0.79493181198592 0.9144159692336 0.81694890833066
-996.417175664122 -133.546297259871 5.74224505095215 2.9098965002656 1.41194964174179 52.4939359495269 0.700198038145866 0.00529830519181591 0.973733050344165
-994.51541062233 -385.815294675464 3.70300715732885 2.7937697079778 1.2204966537718 32.5008731227309 0.83223948894906 0.35501569315783 0.96557060365329
-996.193529944441 -381.248322148963 3.17140155745664 2.57075619949649 0.328206081687369 25.6130914206574 0.00194847891135916 0.320690800447293 0.999822808468351
-995.71961584668 -348.768530051074 6.84530476977183 3.81079787746913 1.67072413800299 81.9518149436735 0.709292076687568 0.586030711547723 0.940228865217038
-996.164312362795 -288.163046118101 7.63489883795839 3.26897567124597 1.60537500656814 78.4088073824365 0.503230131920915 0.6586907783531 0.0779949951618568
-995.098014643584 -739.277718820614 4.24017556096887 3.00420999661115 3.07736148355935 40.0187941391612 0.789362801855324 0.0620559590933963 0.994299465363989
-994.701482426031 -513.131955851221 3.89088418488685 2.16800043323346 2.36351227914713 26.5007119308425 0.764182978112681 0.392137961687719 0.96168143551114
-996.225520215236 -10.3551085743681 8.02164310638549 3.23452607234017 1.55152350758531 81.5124345702239 0.727248133633172 0.0603844179663888 0.658227736311941
-995.276771763123 -763.723158990199 5.53893926300486 3.91291785050608 2.02451772496942 68.0890391904654 0.420323993862651 0.153765160620514 0.187115707391497
-991.930104832039 -760.854661340049 1.69798648527853 1.45287840239091 0.606019385880784 7.75020820618943 0.0198757641899117 0.211534520380108 0.903781547067505
-992.792208509381 -757.055945965105 3.06885123321477 2.54127721758867 1.6927659512958 24.5006582002125 0.0373294085348526 0.689251047547509 0.824500835258232
-994.988523599367 -396.493078440293 7.21275026242495 4.47914332928067 1.57935770661091 101.495252349951 0.378605989914604 0.0915017508831739 0.991551894489312
-993.847983628773 -301.547298125113 3.72061241219472 2.0319404596134 0.43321910578151 23.7506380512264 0.060228274756719 0.727878186857772 0.541973618016614
-994.989442448287 -216.827220637606 6.29416345697467 4.05770448247313 1.89192446643235 80.235821698727 0.708930557222077 0.260242346815709 0.0649670332001016
-995.204698233902 -784.685747737674 6.28854654937358 4.12498749043905 1.20530603121088 81.4934658807044 0.768621457615026 0.794645218147406 0.0441962499918689
-994.349201186634 -774.112165147035 7.00322214976675 4.68563740119854 1.82417737936433 103.089979476485 0.0388755830267484 0.472485154894045 0.817712572511615
-993.811683375976 -664.329441545243 5.05794616484682 3.50858872795976 1.73371728430024 55.7514977412993 0.99162920460001 0.881139139706082 0.0906773450873167
-995.432252792358 -648.975614232976 9.25860900795511 3.71734376013105 1.72351966192539 108.125552856196 0.959299273353772 0.734577429698703 0.414577010117884
-995.15134170705 -360.393058787511 6.21967253235196 4.16323425869816 1.20340052387858 81.3482549191719 0.395760306228369 0.0132934140392082 0.934946648658501
-994.438264013426 -270.882887051591 9.30676361353174 5.14110901489036 1.39345316736276 150.31605485654 0.0415638389622932 0.0844194817384195 0.806001226862802
-994.870427844929 -749.022584371279 8.69332820079426 3.71596715634341 1.24858950633151 101.486392586667 0.0686494187160707 0.694454847940081 0.419682014902954
-994.598399956894 -549.576191538998 9.21902651279331 4.53696011638707 1.79112137301421 131.401371480834 0.168862647006029 0.170389968910616 0.383803513400918
-990.276834227209 -403.465815035942 2.09827576312491 1.66875244713073 3.13371014352279 11.0002955184623 0.962832890378247 0.478956089556855 0.38121032508657
-989.026800355144 -200.02078670519 1.50190538931191 1.27165841448203 1.57079632673621 6.00016119188842 0.170047980466275 0.0614594622712606 0.994354834533255
-994.451644626898 -694.290062931683 11.9816561378651 5.062255449555 1.65243460882485 190.550801942672 0.981856382273004 0.797059738324831 0.192995977712485
-994.09724618353 -605.932698441032 7.41362996311382 4.56256772784351 2.05850128573199 106.264964690246 0.859046174979065 0.785962176930496 0.915596146743514
-989.801211581434 -289.993834835965 3.02565428914099 2.1567328415018 0.372731568579534 20.5005507389531 0.824866463390814 0.0293730080349724 0.860037148633318
-994.502937037777 -803.36437038495 9.25606305353918 4.51229381775264 2.02475788217402 131.211997823712 0.825764077346243 0.0537850587176461 0.995066190153669
-989.675672897364 -591.389175112989 3.85462441882492 2.70452518877781 0.205564762467392 32.7508798390594 0.75331281173447 0.951132993861931 0.489777381740798
