# X_1 X_2 a b theta areas grain_color_map_1 grain_color_map_2 grain_color_map_3
-998.31309948832 -720.470363121078 4.51168671909425 1.08426400295644 1.58712246046671 15.3682298742867 0.296364638943817 0.21400213267295 0.270031133035626
-997.740316247976 -814.484017522664 5.61863702501997 1.77234047594589 1.57095737695666 31.2844126158913 0.725892837412928 0.923318829487655 0.868514373942295
-998.146379715453 -744.115643147614 3.26343579915704 1.31220090960152 1.45330323959681 13.4531901456792 0.123981702626081 0.0434130312783468 0.798012373886463
-997.739084171172 -603.101308418409 7.64645615814599 1.70291554908064 1.50698789612457 40.9075233043557 0.881099101323916 0.784516654996639 0.915785657873353
-997.868912282339 -524.937764309143 5.59892040806859 1.60801182018838 1.5276578699771 28.2841676845371 0.322263656322371 0.0198033971720978 0.904120410455958
-998.047193300309 -508.932528953525 3.7537042143887 1.41282500622837 1.5991153996003 16.6608937085009 0.846137872962837 0.485199888340867 0.951638490956317
-997.930166893328 -452.178641353124 7.03853895703761 1.53340317266045 1.60233075683542 33.9069517978585 0.877044184735 0.366873978832172 0.964335122910097
-998.001595205777 -387.73292649534 3.49492598510293 1.40745617888984 1.71789529056932 15.4533534332502 0.776431710614991 0.923548680606981 0.724068428584544
-997.664618852041 -664.791964700062 7.99726534862585 1.93162636641632 1.52516183796052 48.530470705248 0.0804634360996913 0.477312416384636 0.992585179326164
-997.406885970113 -404.616105943417 2.20121835087976 2.00003370697876 0.414639926889522 13.8308958950704 0.380033100062792 0.133808654180567 0.474194776566082
-997.600817887307 -315.564814082843 3.70467313262444 1.94709281145406 1.53183216870103 22.661383571213 0.229014200123569 0.349339920974861 0.978326449455681
-996.901183243951 -824.168643892672 4.12902720037674 2.5790580665746 1.77484891487746 33.4548230213902 0.981240964090142 0.199311366443088 0.394438634497487
-997.226274306106 -516.640348190175 3.41175566833451 2.37482243812902 1.8253083624883 25.4541698711062 0.344111808013348 0.138331457131255 0.461427450600176
-996.799732738386 -490.252597029503 5.71119467612083 2.85839587494806 1.57742062997913 51.2860454916038 0.750729859237876 0.234236475125352 0.0546289422894951
-996.603300878553 -590.651317480525 6.27500469644156 3.01793852696572 1.56526357409494 59.4941572733539 0.794554528837834 0.914465758273384 0.817294982048103
