# X_1 X_2 a b theta areas grain_color_map_1 grain_color_map_2 grain_color_map_3
-996.447117588483 -591.286413615719 7.10140709474487 3.10925485795025 1.37484693590415 69.3666312797741 0.794554528837834 0.914465758273384 0.817294982048102
-996.660381926657 -133.326163356078 6.04510162407499 2.97473424367946 1.50452875194043 56.4939123419972 0.722580090239564 0.0220723667327839 0.997986046645906
-995.913384985715 -348.602526460389 7.35145155146865 3.76316420055934 1.68488730970386 86.9112789184933 0.709610726556321 0.585904814327048 0.940243488365264
-996.126559424461 -288.053371094271 7.69420679045899 3.68016764847863 1.64307242146319 88.9572461931084 0.795704809162295 0.968897143401064 0.322783668816014
-996.473128321903 -9.68645907617885 8.22420349058167 3.4951025081534 1.55102164558897 90.3033034635282 0.975934754475945 0.253134979921946 0.901160992810659
-995.072957927274 -763.250325893642 5.90545297058442 4.47786830372479 1.91929563661783 83.0757756007893 0.938514037536593 0.600735115496443 0.643055550618431
-995.508799262863 -395.510163507644 10.3458120855031 4.22831606958852 1.77630376470893 137.430112581604 0.378457793782059 0.0917297499887452 0.991530509511693
-994.827830038155 -216.045358434426 6.51958291808994 4.68648314154644 1.77122944538501 95.9879562707047 0.974105327083609 0.484582218272888 0.271430720371367
-995.269658026138 -784.903440125807 6.50015258342393 4.36006707320306 1.21489346672496 89.0361954809612 0.95447875188698 0.982372619287616 0.187686696820638
-993.893308834935 -774.562100053467 7.38576240697735 5.24868688083517 2.17867364385177 121.785580445606 0.16768654029551 0.621645086500225 0.984308065792841
-995.257045384459 -748.101792074326 9.74883144559462 4.62700266499145 1.5074535709492 141.710550118678 0.287080161101726 0.972529779915293 0.671331136394325
-995.052976258438 -664.304659096862 5.3638750599932 5.11933574734153 1.47341304930529 86.2664922792938 0.991530974336594 0.881189259595552 0.0917247943837151
-995.678940883469 -649.200638797457 9.83948562688317 3.96664661214489 1.591679236531 122.61561459825 0.959325680664641 0.734584647735585 0.41432950762105
-994.975649734114 -549.486290693757 8.75314417659338 4.94327751576264 1.56350134076491 135.934266193037 0.652093201315643 0.653500372963865 0.932413451671336
-995.254846800886 -360.376985204712 6.13430488270956 4.6028613600973 1.27145896462763 88.7039835746009 0.446451009385499 0.0576143598199052 0.99471147919398
-994.425209960525 -270.679720055602 9.48106676458849 5.42340684533269 1.44236176675055 161.539696453022 0.177490937024344 0.222153336015362 0.983361090624697
-994.761724635772 -694.397603220654 12.024908508983 5.20462401255908 1.67603008820873 196.616977012592 0.981722467936215 0.79701265247697 0.194371489134782
-993.417247323604 -607.27183090801 5.77690587844826 4.85105833374391 2.95833037943011 88.040329946647 0.848560981956658 0.784574813202115 0.915778036838348
-994.77416986897 -803.817484328595 8.7598948746426 5.30282076553661 1.80059956593466 145.933740865187 0.825864154793261 0.0540798031915373 0.995038904309033
-994.486268832492 -500.693461486696 8.30444974364747 5.5964208588229 1.72661227825516 146.006133593855 0.880189712780809 0.465020099790019 0.953853654134032
-992.994983897707 -204.629660178546 7.04024729006506 6.24853822319014 0.26373338642579 138.202601308091 0.668232410488545 0.77554816118333 0.930458948394984
-993.415079135727 -413.350004051996 11.1689326617982 6.54980484054525 1.30902422389109 229.821103230614 0.616765348597217 0.0995348217281892 0.990797402006849
